metabolite	name	molecular_weight	C_number	N_number	sbo	kegg.compound	chebi	hmdb	lipidmaps	biocyc	metanetx.chemical	inchikey	seed.compound	reactome	kegg.drug	kegg.glycan	reaction
citr__L_m	L-Citrulline	175.18572	6	3	SBO:0000247	C00327	['CHEBI:13092', 'CHEBI:14002', 'CHEBI:16349', 'CHEBI:18211', 'CHEBI:21257', 'CHEBI:3730', 'CHEBI:41489', 'CHEBI:57743', 'CHEBI:6203', 'CHEBI:66922']	HMDB00904		META:L-CITRULLINE	MNXM211	RHGKLRLOHDJJDR-BYPYZUCNSA-N	cpd00274	['R-ALL-113567', 'R-ALL-29968']	D07706		EX_citr__L_m
csn_m	Cytosine	111.102	4	3	SBO:0000247	C00380	['CHEBI:14066', 'CHEBI:16040', 'CHEBI:23531', 'CHEBI:4072', 'CHEBI:41732']	HMDB00630		META:CYTOSINE	MNXM761	OPTASPLRGRRNAP-UHFFFAOYSA-N	cpd00307				EX_csn_m
cyan_m	Hydrogen cyanide	27.02534	1	1	SBO:0000247	['C00177', 'C01326']	['CHEBI:13362', 'CHEBI:14038', 'CHEBI:17514', 'CHEBI:18407', 'CHEBI:36856', 'CHEBI:3969', 'CHEBI:41780', 'CHEBI:5786']	HMDB60292		['META:CPD-13584', 'META:HCN']	MNXM254	LELOWRISYMNNSU-UHFFFAOYSA-N	['cpd00150', 'cpd19012']				EX_cyan_m
cytd_m	Cytidine	243.21662	9	3	SBO:0000247	C00475	['CHEBI:14063', 'CHEBI:17562', 'CHEBI:23515', 'CHEBI:4053', 'CHEBI:41649', 'CHEBI:41686', 'CHEBI:41704', 'CHEBI:41709']	HMDB00089		META:CYTIDINE	MNXM338	UHDGCWIWMRVCDJ-XVFCMESISA-N	cpd00367		D07769		EX_cytd_m
dad_2_m	Deoxyadenosine	251.24192	10	5	SBO:0000247	C00559	['CHEBI:14112', 'CHEBI:17256', 'CHEBI:19234', 'CHEBI:39863', 'CHEBI:40535', 'CHEBI:40560', 'CHEBI:40565', 'CHEBI:4405']	['HMDB00101', 'HMDB05778', 'HMDB11722']		META:DEOXYADENOSINE	MNXM625	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	cpd00438				EX_dad_2_m
dcyt_m	Deoxycytidine	227.21722	9	3	SBO:0000247	C00881	['CHEBI:15698', 'CHEBI:19240', 'CHEBI:41417', 'CHEBI:41430', 'CHEBI:41434', 'CHEBI:41806', 'CHEBI:4407']	HMDB00014		META:DEOXYCYTIDINE	MNXM704	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	cpd00654	R-ALL-500829			EX_dcyt_m
dextrin_m	Dextrin C12H20O10	324.2812	12	0	SBO:0000247		['CHEBI:23651', 'CHEBI:28675', 'CHEBI:4468']	HMDB06857			MNXM49265		cpd11594			G00725	EX_dextrin_m
dgsn_m	Deoxyguanosine	267.24132	10	5	SBO:0000247	C00330	['CHEBI:14116', 'CHEBI:17172', 'CHEBI:19244', 'CHEBI:23624', 'CHEBI:42667', 'CHEBI:42867', 'CHEBI:42874', 'CHEBI:42987', 'CHEBI:4412']	HMDB00085		META:DEOXYGUANOSINE	MNXM647	YKBGVTZYEHREMT-KVQBGUIXSA-N	cpd00277				EX_dgsn_m
din_m	Deoxyinosine	252.22668	10	4	SBO:0000247	C05512	['CHEBI:19248', 'CHEBI:23629', 'CHEBI:28997', 'CHEBI:39841', 'CHEBI:43293', 'CHEBI:43436', 'CHEBI:43437', 'CHEBI:4413']	HMDB00071		META:DEOXYINOSINE	MNXM935	VGONTNSXDCQUGY-RRKCRQDMSA-N	cpd03279				EX_din_m
duri_m	Deoxyuridine	228.20198	9	2	SBO:0000247	C00526	['CHEBI:11398', 'CHEBI:11572', 'CHEBI:14123', 'CHEBI:16450', 'CHEBI:19261', 'CHEBI:23640', 'CHEBI:29113', 'CHEBI:42178', 'CHEBI:4434', 'CHEBI:46165', 'CHEBI:46289', 'CHEBI:46293']	HMDB00012		META:DEOXYURIDINE	MNXM492	MXHRCPNRJAMMIM-SHYZEUOFSA-N	cpd00412	R-ALL-500430			EX_duri_m
fe3dhbzs3_m	2-3-dihydroxybenzoylserine trimer-Fe-III	742.39882	30	3	SBO:0000247						MNXM146250						EX_fe3dhbzs3_m
fol_m	Folate	439.38158000000004	19	7	SBO:0000247	C00504	['CHEBI:24075', 'CHEBI:27470', 'CHEBI:42610', 'CHEBI:5140', 'CHEBI:569217', 'CHEBI:62501']	HMDB00121		META:CPD-12826	MNXM617	OVBPIULPVIDEAO-LBPRGKRZSA-L	cpd00393	['R-ALL-197965', 'R-ALL-200716']	D00070		EX_fol_m
fru_m	D-Fructose	180.15588	6	0	SBO:0000247	['C00095', 'C01496', 'C05003', 'C10906']	['CHEBI:12923', 'CHEBI:15824', 'CHEBI:20929', 'CHEBI:24104', 'CHEBI:24110', 'CHEBI:28757', 'CHEBI:37714', 'CHEBI:37721', 'CHEBI:4118', 'CHEBI:4119', 'CHEBI:47424', 'CHEBI:48095', 'CHEBI:5172']	HMDB62538		['META:CPD-15382', 'META:D-Fructopyranose', 'META:FRU', 'META:Fructofuranose']	MNXM175	RFSUNEUAIZKAJO-VRPWFDPXSA-N	['cpd00082', 'cpd19015', 'cpd27040']	['R-ALL-189049', 'R-ALL-29532']	D00114		EX_fru_m
g3pc_m	Sn-Glycero-3-phosphocholine	257.22126099999997	8	1	SBO:0000247	C00670	['CHEBI:10646', 'CHEBI:12841', 'CHEBI:12847', 'CHEBI:14343', 'CHEBI:16870', 'CHEBI:26697', 'CHEBI:41458', 'CHEBI:55397', 'CHEBI:76433']			META:L-1-GLYCERO-PHOSPHORYLCHOLINE	MNXM367	SUHOQUVVVLNYQR-MRVPVSSYSA-N	cpd00507	R-ALL-1498750	D07349		EX_g3pc_m
g3pi_m	Sn-Glycero-3-phospho-1-inositol	333.206381	9	0	SBO:0000247	C01225	['CHEBI:10645', 'CHEBI:11200', 'CHEBI:18321', 'CHEBI:26695', 'CHEBI:58444', 'CHEBI:64715']	HMDB11649		META:CPD-541	MNXM1517	BMVUIWJCUQSHLZ-UJGXJMNGSA-M	cpd00902	R-ALL-6813734			EX_g3pi_m
g3ps_m	Glycerophosphoserine	258.143081	6	1	SBO:0000247		['CHEBI:61931', 'CHEBI:62013', 'CHEBI:64765', 'CHEBI:64945']			META:CPD0-2030	MNXM97117	ZWZWYGMENQVNFU-UHNVWZDZSA-M	cpd15468				EX_g3ps_m
gal_bD_m	Beta D-Galactose	180.15588	6	0	SBO:0000247	C00962	['CHEBI:10383', 'CHEBI:22774', 'CHEBI:27667', 'CHEBI:42776', 'CHEBI:42889']	HMDB03449		META:GALACTOSE	MNXM112	WQZGKKKJIJFFOK-FPRJBGLDSA-N	cpd00709				EX_gal_bD_m
gal_m	D-Galactose	180.15588	6	0	SBO:0000247	['C00124', 'C00984']	['CHEBI:10231', 'CHEBI:12936', 'CHEBI:22373', 'CHEBI:28061', 'CHEBI:4139', 'CHEBI:42741']	['HMDB00143', 'HMDB05762']		['META:ALPHA-D-GALACTOSE', 'META:D-galactopyranose']	MNXM390	WQZGKKKJIJFFOK-PHYPRBDBSA-N	['cpd00108', 'cpd00724']		D04291		EX_gal_m
galur_m	D-Galacturonate	193.13146	6	0	SBO:0000247	C00333	['CHEBI:18024', 'CHEBI:20976', 'CHEBI:20978', 'CHEBI:4153', 'CHEBI:75525']			META:D-Galactopyranuronate	MNXM48464	AEMOLEFTQBMNLQ-YMDCURPLSA-M	cpd00280				EX_galur_m
glutar_m	Glutarate	130.09874	5	0	SBO:0000247	C00489	['CHEBI:14322', 'CHEBI:17859', 'CHEBI:24327', 'CHEBI:24329', 'CHEBI:24330', 'CHEBI:30921', 'CHEBI:30922', 'CHEBI:35906', 'CHEBI:35907', 'CHEBI:43097', 'CHEBI:5434']	HMDB00661		META:GLUTARATE	MNXM1021	JFCQEDHGNNZCLN-UHFFFAOYSA-L	cpd00379				EX_glutar_m
gly_cys_m	Gly-Cys	178.2095	5	2	SBO:0000247												EX_gly_cys_m
gly_gln_m	Gly-Gln	203.19582	7	3	SBO:0000247												EX_gly_gln_m
gly_leu_m	Gly-Leu	188.22424	8	2	SBO:0000247												EX_gly_leu_m
gly_met_m	Gly-Met	206.26265999999998	7	2	SBO:0000247												EX_gly_met_m
gly_phe_m	Gly-Phe	222.24046	11	2	SBO:0000247												EX_gly_phe_m
gly_tyr_m	Gly-Tyr	238.23986000000002	11	2	SBO:0000247												EX_gly_tyr_m
glyc3p_m	Glycerol 3-phosphate	170.057841	3	0	SBO:0000247	C00093	['CHEBI:10648', 'CHEBI:12843', 'CHEBI:12848', 'CHEBI:15978', 'CHEBI:26705', 'CHEBI:42793', 'CHEBI:57597']	['HMDB00126', 'HMDB02722']		META:GLYCEROL-3P	MNXM66	AWUCVROLDVIAJX-GSVOUGTGSA-L	cpd00080	['R-ALL-188458', 'R-ALL-76114']			EX_glyc3p_m
glyc_m	Glycerol	92.09382	3	0	SBO:0000247	C00116	['CHEBI:131422', 'CHEBI:14334', 'CHEBI:17754', 'CHEBI:24351', 'CHEBI:42998', 'CHEBI:5448']	HMDB00131		META:GLYCEROL	MNXM89612	PEDCQBHIVMGVHV-UHFFFAOYSA-N	cpd00100	['R-ALL-192438', 'R-ALL-76116']	D00028		EX_glyc_m
glyglygln_m	Glycine-glycine-glutamine tripeptide	278.26242	9	4	SBO:0000247												EX_glyglygln_m
h2_m	Hydrogen	2.01588	0	0	SBO:0000247	C00282	['CHEBI:13350', 'CHEBI:18276', 'CHEBI:25363', 'CHEBI:29294', 'CHEBI:29298', 'CHEBI:29299', 'CHEBI:5785']	HMDB01362		META:HYDROGEN-MOLECULE	MNXM195	UFHFLCQGNIYNRP-UHFFFAOYSA-N	cpd11640	R-ALL-113555			EX_h2_m
istfrnA_m	Iron bound extracellular staphyloferrin A	536.22246	17	2	SBO:0000247												EX_istfrnA_m
istfrnB_m	Iron bound extracellular staphyloferrin B	622.22558	19	2	SBO:0000247												EX_istfrnB_m
lysglugly_m	Lysine-glutamine-glycine tripeptide	350.36814	13	4	SBO:0000247												EX_lysglugly_m
m_xyl_m	M-Xylene	106.16499999999999	8	0	SBO:0000247	C07208	['CHEBI:10590', 'CHEBI:25100', 'CHEBI:28488']	HMDB59810		META:META-XYLENE	MNXM3300	IVSZLXZYQVIEFR-UHFFFAOYSA-N	cpd04446				EX_m_xyl_m
mal__L_m	L-Malate	132.07156	4	0	SBO:0000247	C00149	['CHEBI:11066', 'CHEBI:13140', 'CHEBI:15589', 'CHEBI:18784', 'CHEBI:18785', 'CHEBI:30797', 'CHEBI:423']	HMDB00156		META:MAL	MNXM98	BJEPYKJPYRNKOW-REOHCLBHSA-L	cpd00130	['R-ALL-113544', 'R-ALL-198498']			EX_mal__L_m
man1p_m	D-Mannose 1-phosphate	258.11990099999997	6	0	SBO:0000247	C00636	['CHEBI:10261', 'CHEBI:12327', 'CHEBI:18205', 'CHEBI:21058', 'CHEBI:22404', 'CHEBI:35374', 'CHEBI:4210', 'CHEBI:43854', 'CHEBI:58409']	['HMDB01436', 'HMDB06330']		META:MANNOSE-1P	MNXM721	HXXFSFRBOHSIMQ-RWOPYEJCSA-L	cpd00485	R-ALL-532531			EX_man1p_m
melib_m	Melibiose C12H22O11	342.29648000000003	12	0	SBO:0000247		CHEBI:61827			META:MELIBIOSE	MNXM8340	DLRVVLDZNNYCBX-ZZFZYMBESA-N				G00835	EX_melib_m
metox__R_m	L methionine R oxide C5H11NO3S	165.21074	5	1	SBO:0000247						MNXM8825		cpd11576				EX_metox__R_m
metox_m	L Methionine S oxide C5H11NO3S	165.21074	5	1	SBO:0000247	C02989	['CHEBI:13142', 'CHEBI:17016', 'CHEBI:21361', 'CHEBI:6272']			META:L-Methionine-sulfoxides	MNXM2246	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	['cpd01914', 'cpd15498', 'cpd29319']	R-ALL-5676943			EX_metox_m
nac_m	Nicotinate	122.10146	6	1	SBO:0000247	C00253	['CHEBI:14650', 'CHEBI:15940', 'CHEBI:22851', 'CHEBI:25530', 'CHEBI:25538', 'CHEBI:32544', 'CHEBI:44319', 'CHEBI:7559']	HMDB01488		META:NIACINE	MNXM274	PVNIIMVLHYAWGP-UHFFFAOYSA-M	cpd00218	['R-ALL-197230', 'R-ALL-8869604']	D00049		EX_nac_m
ncam_m	Nicotinamide	122.12464	6	2	SBO:0000247	C00153	['CHEBI:14645', 'CHEBI:17154', 'CHEBI:25521', 'CHEBI:44258', 'CHEBI:7556']	HMDB01406		META:NIACINAMIDE	MNXM216	DFPAKSUCGFBDDF-UHFFFAOYSA-N	cpd00133	['R-ALL-197277', 'R-ALL-8870343']	D00036		EX_ncam_m
nmn_m	NMN C11H14N2O8P	333.211221	11	2	SBO:0000247	C00455	['CHEBI:10433', 'CHEBI:12397', 'CHEBI:13409', 'CHEBI:14646', 'CHEBI:14647', 'CHEBI:14648', 'CHEBI:14649', 'CHEBI:16171', 'CHEBI:18201', 'CHEBI:22850', 'CHEBI:25522', 'CHEBI:7557']	['HMDB00229', 'HMDB59645']		META:NICOTINAMIDE_NUCLEOTIDE	MNXM355	DAYLJWODMCOQEW-TURQNECASA-M	cpd00355	['R-ALL-549282', 'R-ALL-8869353', 'R-ALL-8940067']			EX_nmn_m
no2_m	Nitrite	46.0055	0	1	SBO:0000247	C00088	['CHEBI:14658', 'CHEBI:16301', 'CHEBI:25567', 'CHEBI:44396', 'CHEBI:7585']	HMDB02786		META:NITRITE	MNXM107	IOVCWXUNBOPUCH-UHFFFAOYSA-M	cpd00075	R-ALL-1222379			EX_no2_m
p_xyl_m	P-methyltoluene	106.16499999999999	8	0	SBO:0000247	C06756	['CHEBI:10633', 'CHEBI:25832', 'CHEBI:27417', 'CHEBI:45248']	HMDB59924		META:CPD-1422	MNXM3685	URLKBWYHVLBVBO-UHFFFAOYSA-N	cpd04136				EX_p_xyl_m
phehpa_m	7 Phenylheptanoic acid	199.22523999999999	13	0	SBO:0000247												EX_phehpa_m
pheme_m	Protoheme C34H30FeN4O4	614.4714	34	4	SBO:0000247	C00032	['CHEBI:14957', 'CHEBI:17627', 'CHEBI:26355', 'CHEBI:5651', 'CHEBI:60344']			META:PROTOHEME	MNXM249	KABFMIBPWCXCRK-RGGAHWMASA-J		['R-ALL-189444', 'R-ALL-71185', 'R-ALL-917877']			EX_pheme_m
pheocta_m	8 Phenyloctanoic acid	213.25182	14	0	SBO:0000247												EX_pheocta_m
ppap_m	Propanoyl phosphate	152.042561	3	0	SBO:0000247	C02876	['CHEBI:58933', 'CHEBI:8478']			META:PROPIONYL-P	MNXM1499	FMNMEQSRDWIBFO-UHFFFAOYSA-L	cpd01844				EX_ppap_m
pta_m	Pentanoate	101.12376	5	0	SBO:0000247	C00803	['CHEBI:113448', 'CHEBI:14751', 'CHEBI:17418', 'CHEBI:25890', 'CHEBI:27263', 'CHEBI:27264', 'CHEBI:31011', 'CHEBI:43606', 'CHEBI:44803', 'CHEBI:7980']	HMDB00892	LMFA01010005	META:VALERATE	MNXM3382	NQPDZGIKBAWPEJ-UHFFFAOYSA-M	cpd00597				EX_pta_m
pydxn_m	Pyridoxine	169.17784	8	1	SBO:0000247	C00314	['CHEBI:14981', 'CHEBI:16709', 'CHEBI:26429', 'CHEBI:8671']	['HMDB00239', 'HMDB02075']		META:PYRIDOXINE	MNXM419	LXNHXLLTXMVWPM-UHFFFAOYSA-N	cpd00263	R-ALL-965053	D08454		EX_pydxn_m
salchs2fe_m	Salmochelin-S2-Fe-III	1066.68002	42	3	SBO:0000247						MNXM146230						EX_salchs2fe_m
salchsx_m	Salmochelin-SX	402.3301	16	1	SBO:0000247						MNXM146623						EX_salchsx_m
sbt__D_m	D-Sorbitol	182.17176	6	0	SBO:0000247	C00794	['CHEBI:12954', 'CHEBI:13020', 'CHEBI:15093', 'CHEBI:17220', 'CHEBI:17924', 'CHEBI:21091', 'CHEBI:26724', 'CHEBI:26726', 'CHEBI:30911', 'CHEBI:33795', 'CHEBI:33796', 'CHEBI:4246', 'CHEBI:45559', 'CHEBI:9201']	HMDB00247		META:SORBITOL	MNXM469	FBPFZTCFMRRESA-JGWLITMVSA-N	cpd00588	R-ALL-5652213	D00096		EX_sbt__D_m
ser__D_m	D-Serine	105.09258	3	1	SBO:0000247	C00740	['CHEBI:13019', 'CHEBI:143888', 'CHEBI:16523', 'CHEBI:21090', 'CHEBI:32840', 'CHEBI:32841', 'CHEBI:35247', 'CHEBI:42262', 'CHEBI:4245']	HMDB03406		META:D-SERINE	MNXM694	MTCFGRXMJLQNBG-UWTATZPHSA-N	cpd00550				EX_ser__D_m
serglugly_m	Serine-glutamine-glycine tripeptide	308.26522	10	3	SBO:0000247												EX_serglugly_m
skm_m	Shikimate	173.14336	7	0	SBO:0000247	C00493	['CHEBI:15083', 'CHEBI:16119', 'CHEBI:26662', 'CHEBI:26663', 'CHEBI:26664', 'CHEBI:36208', 'CHEBI:45740', 'CHEBI:9133']	HMDB03070		META:SHIKIMATE	MNXM602	JXOHGGNKMLTUBP-HSUXUTPPSA-M	cpd00383	R-ALL-964932			EX_skm_m
slnt_m	Selenite	126.95819999999999	0	0	SBO:0000247	C05684	['CHEBI:15077', 'CHEBI:18212', 'CHEBI:26642', 'CHEBI:29924', 'CHEBI:9090']	HMDB11119		META:SELENITE	MNXM1157	MCAHWIHFGHIESP-UHFFFAOYSA-L	cpd03387	R-ALL-5357720	D05814		EX_slnt_m
so3_m	Sulfite	80.0632	0	0	SBO:0000247	['C00094', 'C11481']	['CHEBI:13367', 'CHEBI:15139', 'CHEBI:17137', 'CHEBI:17359', 'CHEBI:26837', 'CHEBI:29214', 'CHEBI:33543', 'CHEBI:45548', 'CHEBI:48854', 'CHEBI:5598', 'CHEBI:9344']	['HMDB00240', 'HMDB01033', 'HMDB03008', 'HMDB34829']		['META:H2SO3', 'META:HSO3', 'META:SO3']	MNXM105630	LSNNMFCWUKXFEE-UHFFFAOYSA-L	cpd00081				EX_so3_m
stfrnA_m	Staphyloferrin A	480.37746	17	2	SBO:0000247												EX_stfrnA_m
stfrnB_m	Staphyloferrin B	566.38058	19	2	SBO:0000247												EX_stfrnB_m
sucr_m	Sucrose C12H22O11	342.29648000000003	12	0	SBO:0000247	C00089	['CHEBI:15128', 'CHEBI:17992', 'CHEBI:26812', 'CHEBI:45795', 'CHEBI:9314']	HMDB00258		META:SUCROSE	MNXM167	CZMRCDWAGMRECN-UGDNZRGBSA-N	cpd00076	R-ALL-188980	D00025	G00370	EX_sucr_m
tcynt_m	Thiocyanate	58.0824	1	1	SBO:0000247	C01755	['CHEBI:15234', 'CHEBI:18022', 'CHEBI:24926', 'CHEBI:24928', 'CHEBI:26954', 'CHEBI:26956', 'CHEBI:29200', 'CHEBI:45576', 'CHEBI:9550']	HMDB01453		META:HSCN	MNXM762	ZMZDMBWJUHKJPS-UHFFFAOYSA-M	cpd01211				EX_tcynt_m
tgt_m	Tagatose	180.15588	6	0	SBO:0000247												EX_tgt_m
thym_m	Thymine C5H6N2O2	126.11334	5	2	SBO:0000247	C00178	['CHEBI:15247', 'CHEBI:17821', 'CHEBI:27004', 'CHEBI:46017', 'CHEBI:9580']	HMDB00262		META:THYMINE	MNXM386	RWQNBRDOKXIBIV-UHFFFAOYSA-N	cpd00151	R-ALL-83960			EX_thym_m
tnt_m	2 4 6 Trinitrotoluene	46.0055	0	1	SBO:0000247												EX_tnt_m
tol_m	Toluene	92.13842	7	0	SBO:0000247	C01455	['CHEBI:15248', 'CHEBI:17578', 'CHEBI:27022', 'CHEBI:44023', 'CHEBI:9624']	HMDB34168		META:TOLUENE	MNXM889	YXFVVABEGXRONW-UHFFFAOYSA-N	cpd01034				EX_tol_m
ura_m	Uracil	112.08676	4	2	SBO:0000247	C00106	['CHEBI:15288', 'CHEBI:17568', 'CHEBI:27210', 'CHEBI:43254', 'CHEBI:46375', 'CHEBI:9882']	HMDB00300		META:URACIL	MNXM158	ISAKRJDGNUQOIC-UHFFFAOYSA-N	cpd00092	R-ALL-83962	['D00027', 'D09776']		EX_ura_m
uri_m	Uridine	244.20138	9	2	SBO:0000247	C00299	['CHEBI:15296', 'CHEBI:16704', 'CHEBI:27227', 'CHEBI:46386', 'CHEBI:46391', 'CHEBI:46460', 'CHEBI:46463', 'CHEBI:9893']	HMDB00296		META:URIDINE	MNXM288	DRTQHJPVMGBUCF-XVFCMESISA-N	cpd00249				EX_uri_m
3amp_m	3  AMP C10H12N5O7P	345.20534100000003	10	5	SBO:0000247	C01367	['CHEBI:1333', 'CHEBI:22241', 'CHEBI:28931', 'CHEBI:40872', 'CHEBI:60880']	['HMDB03540', 'HMDB06550']		META:CPD-3706	MNXM1985	LNQVTSROQXJCDD-KQYNXXCUSA-L	cpd00988				EX_3amp_m
3cmp_m	3  CMP C9H12N3O8P	321.180641	9	3	SBO:0000247	C05822	['CHEBI:1335', 'CHEBI:23517', 'CHEBI:28929', 'CHEBI:41345', 'CHEBI:41615', 'CHEBI:53013', 'CHEBI:60875']			META:CPD-3711	MNXM2182	UOOOPKANIPLQPU-XVFCMESISA-L	cpd03454				EX_3cmp_m
3ump_m	3  UMP C9H11N2O9P	322.165401	9	2	SBO:0000247	C01368	['CHEBI:1361', 'CHEBI:27229', 'CHEBI:28895', 'CHEBI:46259', 'CHEBI:556513', 'CHEBI:60784']	HMDB60282		META:CPD-3724	MNXM2184	FOGRQMPFHUHIGU-XVFCMESISA-L	cpd00989				EX_3ump_m
4abut_m	4-Aminobutanoate	103.11976	4	1	SBO:0000247	C00334	['CHEBI:11961', 'CHEBI:16865', 'CHEBI:1786', 'CHEBI:193777', 'CHEBI:20317', 'CHEBI:20318', 'CHEBI:30566', 'CHEBI:40483', 'CHEBI:59888']	HMDB00112	LMFA01100039	META:4-AMINO-BUTYRATE	MNXM192	BTCSSZJGUNDROE-UHFFFAOYSA-N	cpd00281	['R-ALL-352003', 'R-ALL-352011', 'R-ALL-428571', 'R-ALL-916850']	D00058		EX_4abut_m
6atha_m	6 acetylthiohexanoic acid	25.02934	2	0	SBO:0000247												EX_6atha_m
acgam_m	N-Acetyl-D-glucosamine	221.2078	8	1	SBO:0000247	C00140	['CHEBI:12455', 'CHEBI:12563', 'CHEBI:17411', 'CHEBI:21517', 'CHEBI:506227', 'CHEBI:58134', 'CHEBI:7123']	['HMDB00215', 'HMDB00533', 'HMDB14288', 'HMDB62641']		META:N-acetyl-D-glucosamine	MNXM143	OVRNDRQMDRJTHS-RTRLPJTCSA-N	['cpd00122', 'cpd27608']	['R-ALL-1678743', 'R-ALL-2162231']			EX_acgam_m
acmana_m	N-Acetyl-D-mannosamine	221.2078	8	1	SBO:0000247	C00645	['CHEBI:12459', 'CHEBI:12573', 'CHEBI:17122', 'CHEBI:21538', 'CHEBI:58019', 'CHEBI:63153', 'CHEBI:7141']	HMDB62724		META:N-acetyl-D-mannosamine	MNXM2403	MBLBDJOUHNCFQT-XAMCCFCMSA-N	cpd00492	R-ALL-4085214			EX_acmana_m
arbt6p_m	Arbutin 6-phosphate	350.215261	12	0	SBO:0000247	C06187	['CHEBI:2807', 'CHEBI:60929']			META:CPD-1162	MNXM2806	FBHYCDOVYMVLEN-RMPHRYRLSA-L	cpd03697				EX_arbt6p_m
arbt_m	Arbutin C12H16O7	272.25124	12	0	SBO:0000247	C06186	['CHEBI:14417', 'CHEBI:18305', 'CHEBI:2806']	HMDB29943		META:HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	MNXM2683	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	cpd03696				EX_arbt_m
buts_m	Butanesulfonate C4H9O3S	137.17746	4	0	SBO:0000247						MNXM7138		cpd11596				EX_buts_m
butso3_m	Butanesulfonate	137.17746	4	0	SBO:0000247						MNXM7138		cpd11596				EX_butso3_m
carn_m	L-Carnosine	226.23246	9	4	SBO:0000247						MNXM114412		cpd15836				EX_carn_m
dca_m	Decanoate (n-C10:0)	171.25666	10	0	SBO:0000247						MNXM162295						EX_dca_m
dxyl_m	1-deoxy-D-xylulose	134.13049999999998	5	0	SBO:0000247	C06257	['CHEBI:19038', 'CHEBI:28354', 'CHEBI:621']	HMDB01292		META:CPD-1093	MNXM2454	IGUZJYCAXLYZEE-RFZPGFLSSA-N	cpd03738				EX_dxyl_m
eths_m	Ethanesulfonate C2H5O3S	109.12429999999999	2	0	SBO:0000247		['CHEBI:42465', 'CHEBI:61909']			META:CPD-10434	MNXM7343	CCIVGXIOQKPBKL-UHFFFAOYSA-M	cpd11579				EX_eths_m
ethso3_m	Ethanesulfonate	109.12429999999999	2	0	SBO:0000247		['CHEBI:42465', 'CHEBI:61909']			META:CPD-10434	MNXM7343	CCIVGXIOQKPBKL-UHFFFAOYSA-M	cpd11579				EX_ethso3_m
fer_m	Ferulate	193.17606	10	0	SBO:0000247	C01494	['CHEBI:11848', 'CHEBI:14259', 'CHEBI:14260', 'CHEBI:17620', 'CHEBI:24029', 'CHEBI:24030', 'CHEBI:29100', 'CHEBI:29749', 'CHEBI:42445', 'CHEBI:5046']	['HMDB00537', 'HMDB00954']		META:FERULIC-ACID	MNXM573	KSEBMYQBYZTDHS-HWKANZROSA-M	cpd01059				EX_fer_m
g3pg_m	Glycerophosphoglycerol	245.144321	6	0	SBO:0000247	C03274	['CHEBI:5457', 'CHEBI:61933']			META:GLYCEROPHOSPHOGLYCEROL	MNXM598	LLCSXHMJULHSJN-UHFFFAOYSA-M	cpd02090				EX_g3pg_m
ga_m	Gallic acid	169.1116	7	0	SBO:0000247	C01424	['CHEBI:11686', 'CHEBI:14291', 'CHEBI:16918', 'CHEBI:24178', 'CHEBI:24180', 'CHEBI:30778', 'CHEBI:5268']	HMDB05807		META:CPD-183	MNXM670	LNTHITQWFMADLM-UHFFFAOYSA-M	cpd01020				EX_ga_m
galctn__D_m	D-Galactonate	195.14734	6	0	SBO:0000247	C00880	['CHEBI:12931', 'CHEBI:16534', 'CHEBI:24148', 'CHEBI:24149', 'CHEBI:4132']	HMDB00565		META:D-GALACTONATE	MNXM1734	RGHNJXZEOKUKBD-MGCNEYSASA-M	cpd00653				EX_galctn__D_m
galctn__L_m	L-Galactonate	195.14734	6	0	SBO:0000247	C15930	['CHEBI:37425', 'CHEBI:53071']			META:CPD0-1083	MNXM636	RGHNJXZEOKUKBD-RSJOWCBRSA-M	cpd14659				EX_galctn__L_m
gam_m	D-Glucosamine	180.17906	6	1	SBO:0000247	C00329	['CHEBI:12961', 'CHEBI:17315', 'CHEBI:4162', 'CHEBI:47972', 'CHEBI:47977', 'CHEBI:5417', 'CHEBI:58723']	['HMDB01514', 'HMDB06479', 'HMDB15410']		META:GLUCOSAMINE	MNXM533	MSWZFWKMSRAUBD-IVMDWMLBSA-O	['cpd00276', 'cpd01247', 'cpd27103']	R-ALL-6786660	D04334		EX_gam_m
glucan4_m	Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)	666.57768	24	0	SBO:0000247						MNXM146529						EX_glucan4_m
glucan6_m	Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)	990.85888	36	0	SBO:0000247						MNXM146530						EX_glucan6_m
